series id,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
LRHUTTTTNLM156S,LRHUTTTTNLM156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Netherlands,1983-01-01,2024-09-01,Monthly,M,Percent,%,Seasonally Adjusted,SA,2024-11-15 13:50:08-06:00,13,"OECD Data Filters:  REF_AREA: NLD MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LAUCN481130000000003A,LAUCN481130000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Dallas County, TX",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:37:45-05:00,1,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LAUCN180390000000003A,LAUCN180390000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Elkhart County, IN",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:40:50-05:00,1,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
WAKING5URN,WAKING5URN,2024-12-11,2024-12-11,"Unemployment Rate in King County, WA",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:09:03-06:00,18,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
AZMARI3URN,AZMARI3URN,2024-12-11,2024-12-11,"Unemployment Rate in Maricopa County, AZ",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:28:02-06:00,18,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
NYNEWY1URN,NYNEWY1URN,2024-12-11,2024-12-11,"Unemployment Rate in New York County, NY",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:13:02-06:00,18,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LOSA106URN,LOSA106URN,2024-12-11,2024-12-11,"Unemployment Rate in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:09:06-06:00,8,
LRHUTTTTNLQ156S,LRHUTTTTNLQ156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Netherlands,1983-01-01,2024-07-01,Quarterly,Q,Percent,%,Seasonally Adjusted,SA,2024-11-15 13:45:04-06:00,7,"OECD Data Filters:  REF_AREA: NLD MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
SANF806URN,SANF806URN,2024-12-11,2024-12-11,"Unemployment Rate in San Francisco-Oakland-Hayward, CA (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:09:05-06:00,7,
LRUN64TTCAQ156S,LRUN64TTCAQ156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Canada,1976-01-01,2024-07-01,Quarterly,Q,Percent,%,Seasonally Adjusted,SA,2024-11-15 13:48:02-06:00,6,"OECD Data Filters:  REF_AREA: CAN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNU03023622,LNU03023622,2024-12-11,2024-12-11,Job Losers as a Percent of Total Unemployed,1967-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:47:52-06:00,4,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU03023622
WASH911UR,WASH911UR,2024-12-11,2024-12-11,"Unemployment Rate in Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:33:11-06:00,4,
WYURN,WYURN,2024-12-11,2024-12-11,Unemployment Rate in Wyoming,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-20 10:49:20-06:00,3,
LAUMT063108000000003A,LAUMT063108000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Los Angeles-Long Beach-Anaheim, CA (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:24:04-05:00,3,
LRHUTTTTEUQ156S,LRHUTTTTEUQ156S,2024-12-11,2024-12-11,Harmonized Unemployment Rate: Total: All Persons for the European Union,2000-01-01,2019-10-01,Quarterly,Q,Percent,%,Seasonally Adjusted,SA,2020-03-13 17:05:39-05:00,3,"OECD descriptor ID: LRHUTTTT OECD unit ID: STSA OECD country ID: EU27  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
DEURN,DEURN,2024-12-11,2024-12-11,Unemployment Rate in Delaware,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-20 10:50:22-06:00,3,
LAUMT123310000000003A,LAUMT123310000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:24:09-05:00,3,
LRHUTTTTNLA156N,LRHUTTTTNLA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Netherlands,1983-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-04-10 11:42:17-05:00,3,"OECD Data Filters:  REF_AREA: NLD MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
MIAM112UR,MIAM112UR,2024-12-11,2024-12-11,"Unemployment Rate in Miami-Fort Lauderdale-West Palm Beach, FL (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Smoothed Seasonally Adjusted,SSA,2024-11-27 13:33:10-06:00,2,
LRHUTTTTNLA156S,LRHUTTTTNLA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Netherlands,1983-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-05-15 13:56:07-05:00,2,"OECD Data Filters:  REF_AREA: NLD MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRHUTTTTNLQ156N,LRHUTTTTNLQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Netherlands,1983-01-01,2024-07-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:45:05-06:00,2,"OECD Data Filters:  REF_AREA: NLD MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRHUTTTTEUA156S,LRHUTTTTEUA156S,2024-12-11,2024-12-11,Harmonized Unemployment Rate: Total: All Persons for the European Union,2000-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-13 17:16:36-05:00,1,"OECD descriptor ID: LRHUTTTT OECD unit ID: STSA OECD country ID: EU27  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
LRHUTTTTEUA156N,LRHUTTTTEUA156N,2024-12-11,2024-12-11,Harmonized Unemployment Rate: Total: All Persons for the European Union,2000-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-13 17:23:40-05:00,1,"OECD descriptor ID: LRHUTTTT OECD unit ID: ST OECD country ID: EU27  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
LRHUTTTTEUM156N,LRHUTTTTEUM156N,2024-12-11,2024-12-11,Harmonized Unemployment Rate: Total: All Persons for the European Union,2000-01-01,2020-01-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2020-03-13 17:01:26-05:00,1,"OECD descriptor ID: LRHUTTTT OECD unit ID: ST OECD country ID: EU27  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
LRHUTTTTEUQ156N,LRHUTTTTEUQ156N,2024-12-11,2024-12-11,Harmonized Unemployment Rate: Total: All Persons for the European Union,2000-01-01,2019-10-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2020-03-13 17:11:47-05:00,1,"OECD descriptor ID: LRHUTTTT OECD unit ID: ST OECD country ID: EU27  All OECD data should be cited as follows: OECD, ""Main Economic Indicators - complete database"", Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
LRUN64TTCAA156S,LRUN64TTCAA156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Canada,1976-01-01,2023-01-01,Annual,A,Percent,%,Seasonally Adjusted,SA,2024-04-10 11:46:18-05:00,1,"OECD Data Filters:  REF_AREA: CAN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTCAA156N,LRUN64TTCAA156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Canada,1976-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-04-10 11:23:48-05:00,1,"OECD Data Filters:  REF_AREA: CAN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: A  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTCAQ156N,LRUN64TTCAQ156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Canada,1976-01-01,2024-07-01,Quarterly,Q,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:48:05-06:00,1,"OECD Data Filters:  REF_AREA: CAN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LRUN64TTCAM156N,LRUN64TTCAM156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Canada,1976-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:55:57-06:00,1,"OECD Data Filters:  REF_AREA: CAN MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LAUMT114790000000003A,LAUMT114790000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:36:31-05:00,1,
LRHUTTTTNLM156N,LRHUTTTTNLM156N,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Monthly Unemployment Rate Total: 15 Years or over for Netherlands,1983-01-01,2024-09-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-15 13:52:25-06:00,1,"OECD Data Filters:  REF_AREA: NLD MEASURE: UNE_LF_M UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: N SEX: _T AGE: Y_GE15 ACTIVITY: _Z FREQ: M  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LAUMT064186000000003A,LAUMT064186000000003A,2024-12-11,2024-12-11,"Unemployment Rate in San Francisco-Oakland-Hayward, CA (MSA)",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:36:16-05:00,1,
LNU04073413,LNU04073413,2024-12-11,2024-12-11,Unemployment Rate - Native Born,2007-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:19-06:00,18,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04073413
LRUN64TTDEQ156S,LRUN64TTDEQ156S,2024-12-11,2024-12-11,Infra-Annual Labor Statistics: Unemployment Rate Total: From 15 to 64 Years for Germany,2005-01-01,2024-04-01,Quarterly,Q,Percent,%,Seasonally Adjusted,SA,2024-10-15 13:55:03-05:00,18,"OECD Data Filters:  REF_AREA: DEU MEASURE: UNE_LF UNIT_MEASURE: PT_LF_SUB TRANSFORMATION: _Z ADJUSTMENT: Y SEX: _T AGE: Y15T64 ACTIVITY: _Z FREQ: Q  All OECD data should be cited as follows: OECD (year), (dataset name), (data source) DOI or https://data-explorer.oecd.org/ (https://data-explorer.oecd.org/). (accessed on (date))."
LNU04032241,LNU04032241,2024-12-11,2024-12-11,"Unemployment Rate - Leisure and Hospitality, Private Wage and Salary Workers",2000-01-01,2024-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-12-06 07:46:22-06:00,18,The series comes from the 'Current Population Survey (Household Survey)'  The source code is: LNU04032241
ORLA712URN,ORLA712URN,2024-12-11,2024-12-11,"Unemployment Rate in Orlando-Kissimmee-Sanford, FL (MSA)",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:08:05-06:00,17,
LAUCN530330000000003A,LAUCN530330000000003A,2024-12-11,2024-12-11,"Unemployment Rate in King County, WA",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:25:15-05:00,2,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LAUCN040130000000003A,LAUCN040130000000003A,2024-12-11,2024-12-11,"Unemployment Rate in Maricopa County, AZ",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:29:05-05:00,1,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
LAUCN360610000000003A,LAUCN360610000000003A,2024-12-11,2024-12-11,"Unemployment Rate in New York County, NY",1990-01-01,2023-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2024-05-01 10:39:08-05:00,1,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
UNRATEMDLR,UNRATEMDLR,2024-12-11,2024-12-11,"Longer Run FOMC Summary of Economic Projections for the Civilian Unemployment Rate, Median",2015-06-17,2024-09-18,Not Applicable,NA,Percent,%,Not Seasonally Adjusted,NSA,2024-09-18 14:08:06-05:00,17,"The longer-run projections are the rates of growth, inflation, unemployment, and federal funds rate to which a policymaker expects the economy to converge over time in the absence of further shocks and under appropriate monetary policy. Because appropriate monetary policy, by definition, is aimed at achieving the Federal Reserve's dual mandate of maximum employment and price stability in the longer run, policymakers' longer-run projections for economic growth and unemployment may be interpreted, respectively, as estimates of the economy's longer-run potential growth rate and the longer-run normal rate of unemployment; similarly, the longer-run projection of inflation is the rate of inflation which the FOMC judges to be most consistent with its dual mandate in the longer-term.  Projections for the unemployment rate are for the average civilian unemployment rate in the fourth quarter of each year. Each participant's projections are based on his or her assessment of appropriate monetary policy. The range for each variable in a given year includes all participants' projections, from lowest to highest, for that variable in the given year. This series represents the median value of the range forecast established by the Federal Open Market Committee. For each period, the median is the middle projection when the projections are arranged from lowest to highest. When the number of projections is even, the median is the average of the two middle projections.  Digitized originals of this release can be found at https://fraser.stlouisfed.org/publication/?pid=677."
MDMONT0URN,MDMONT0URN,2024-12-11,2024-12-11,"Unemployment Rate in Montgomery County, MD",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:16:03-06:00,16,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
CASANT5URN,CASANT5URN,2024-12-11,2024-12-11,"Unemployment Rate in Santa Clara County, CA",1990-01-01,2024-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2024-11-27 10:20:04-06:00,16,"These data come from the Current Population Survey (CPS), also known as the household survey.  Civilian Labor Force includes all persons in the civilian noninstitutional population ages 16 and older classified as either employed or unemployed.  Employed persons are all persons who, during the reference week (the week including the 12th day of the month), (a) did any work as paid employees, worked in their own business or profession or on their own farm, or worked 15 hours or more as unpaid workers in an enterprise operated by a member of their family, or (b) were not working but who had jobs from which they were temporarily absent because of vacation, illness, bad weather, childcare problems, maternity or paternity leave, labor-management dispute, job training, or other family or personal reasons, whether or not they were paid for the time off or were seeking other jobs. Each employed person is counted only once, even if he or she holds more than one job.  Unemployed persons are all persons who had no employment during the reference week, were available for work, except for temporary illness, and had made specific efforts to find employment some time during the 4 week-period ending with the reference week. Persons who were waiting to be recalled to a job from which they had been laid off need not have been looking for work to be classified as unemployed.  The unemployment rate is the unemployed percent of the civilian labor force [100 times (unemployed/civilian labor force)].  For more details, see the release's <a href=https://www.bls.gov/lau/laufaq.htm>frequently asked questions</a>."
